Year,Country_Name,Nombre_País,Cod_Na_UIS,Sex,Sexo,Age,Value
2015,Ecuador,Ecuador (el),EC,females,Mujeres,15-19,17371
2020,Ecuador,Ecuador (el),EC,females,Mujeres,15-19,34226
1990,Guyana,Guyana,GY,females,Mujeres,15-19,126
1995,Guyana,Guyana,GY,females,Mujeres,15-19,340
2000,Guyana,Guyana,GY,females,Mujeres,15-19,557
2005,Guyana,Guyana,GY,females,Mujeres,15-19,571
2010,Guyana,Guyana,GY,females,Mujeres,15-19,346
2015,Guyana,Guyana,GY,females,Mujeres,15-19,279
2020,Guyana,Guyana,GY,females,Mujeres,15-19,1120
1990,Paraguay,Paraguay,PY,females,Mujeres,15-19,11782
1995,Paraguay,Paraguay,PY,females,Mujeres,15-19,9418
2000,Paraguay,Paraguay,PY,females,Mujeres,15-19,7191
2005,Paraguay,Paraguay,PY,females,Mujeres,15-19,6139
2010,Paraguay,Paraguay,PY,females,Mujeres,15-19,5226
2015,Paraguay,Paraguay,PY,females,Mujeres,15-19,4913
2020,Paraguay,Paraguay,PY,females,Mujeres,15-19,4920
1990,Peru,Perú,PE,females,Mujeres,15-19,1608
1995,Peru,Perú,PE,females,Mujeres,15-19,1521
2000,Peru,Perú,PE,females,Mujeres,15-19,1705
2005,Peru,Perú,PE,females,Mujeres,15-19,2133
2010,Peru,Perú,PE,females,Mujeres,15-19,3476
2015,Peru,Perú,PE,females,Mujeres,15-19,4649
2020,Peru,Perú,PE,females,Mujeres,15-19,39171
1990,Uruguay,Uruguay,UY,females,Mujeres,15-19,1188
1995,Uruguay,Uruguay,UY,females,Mujeres,15-19,1059
2000,Uruguay,Uruguay,UY,females,Mujeres,15-19,1663
2005,Uruguay,Uruguay,UY,females,Mujeres,15-19,1718
2010,Uruguay,Uruguay,UY,females,Mujeres,15-19,1592
2015,Uruguay,Uruguay,UY,females,Mujeres,15-19,1896
2020,Uruguay,Uruguay,UY,females,Mujeres,15-19,3456
1990,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,20-24,1276
1995,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,20-24,1535
2000,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,20-24,2083
2005,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,20-24,2341
2010,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,20-24,2216
2015,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,20-24,2456
2020,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,20-24,2290
1990,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,20-24,797
1995,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,20-24,761
2000,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,20-24,788
2005,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,20-24,789
2010,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,20-24,254
2015,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,20-24,226
2020,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,20-24,177
1990,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,20-24,27068
1995,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,20-24,36938
2000,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,20-24,42884
2005,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,20-24,41257
2010,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,20-24,66793
2015,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,20-24,102046
2020,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,20-24,61495
1990,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,20-24,55126
1995,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,20-24,48781
2000,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,20-24,42128
2005,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,20-24,42763
2010,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,20-24,43379
2015,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,20-24,42329
2020,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,20-24,39552
1990,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,20-24,3301
1995,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,20-24,4185
2000,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,20-24,4077
2005,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,20-24,4709
2010,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,20-24,5252
2015,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,20-24,5310
2020,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,20-24,3931
1990,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,20-24,36915
1995,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,20-24,20019
2000,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,20-24,2909
2005,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,20-24,2889
2010,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,20-24,1683
2015,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,20-24,2431
2020,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,20-24,2355
1990,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,20-24,40606
1995,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,20-24,38740
2000,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,20-24,32897
2005,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,20-24,60213
2010,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,20-24,49344
2015,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,20-24,67420
2020,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,20-24,78616
1990,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,20-24,75371
1995,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,20-24,102364
2000,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,20-24,85909
2005,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,20-24,136139
2010,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,20-24,145535
2015,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,20-24,204482
2020,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,20-24,202057
1990,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,20-24,18525
1995,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,20-24,18755
2000,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,20-24,18985
2005,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,20-24,22382
2010,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,20-24,25783
2015,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,20-24,40601
2020,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,20-24,67041
1990,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,20-24,6186
1995,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,20-24,11850
2000,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,20-24,21793
2005,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,20-24,31360
2010,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,20-24,29453
2015,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,20-24,72691
2020,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,20-24,187442
1990,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,20-24,6728
1995,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,20-24,7858
2000,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,20-24,8990
2005,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,20-24,10428
2010,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,20-24,14646
2015,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,20-24,20305
2020,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,20-24,260246
1990,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,20-24,6799
1995,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,20-24,10385
2000,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,20-24,13302
2005,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,20-24,17243
2010,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,20-24,33794
2015,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,20-24,35084
2020,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,20-24,59646
1990,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,20-24,240
1995,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,20-24,692
2000,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,20-24,1148
2005,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,20-24,1560
2010,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,20-24,1113
2015,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,20-24,1065
2020,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,20-24,3684
1990,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,20-24,22441
1995,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,20-24,19726
2000,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,20-24,17061
2005,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,20-24,14847
2010,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,20-24,12904
2015,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,20-24,12070
2020,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,20-24,13943
1990,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,20-24,3635
1995,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,20-24,3524
2000,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,20-24,3967
2005,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,20-24,4704
2010,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,20-24,6559
2015,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,20-24,12805
2020,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,20-24,95566
1990,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,20-24,3125
1995,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,20-24,2975
2000,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,20-24,3862
2005,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,20-24,4335
2010,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,20-24,3234
2015,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,20-24,4940
2020,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,20-24,6892
1990,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,20-24,625
1995,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,20-24,717
2000,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,20-24,950
2005,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,20-24,1054
2010,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,20-24,993
2015,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,20-24,1108
2020,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,20-24,1037
1990,Cuba,Cuba,CU,males,Hombres,20-24,337
1995,Cuba,Cuba,CU,males,Hombres,20-24,338
2000,Cuba,Cuba,CU,males,Hombres,20-24,377
2005,Cuba,Cuba,CU,males,Hombres,20-24,371
2010,Cuba,Cuba,CU,males,Hombres,20-24,118
2015,Cuba,Cuba,CU,males,Hombres,20-24,104
2020,Cuba,Cuba,CU,males,Hombres,20-24,82
1990,Dominican Republic,República Dominicana,DO,males,Hombres,20-24,16939
1995,Dominican Republic,República Dominicana,DO,males,Hombres,20-24,22756
2000,Dominican Republic,República Dominicana,DO,males,Hombres,20-24,26075
2005,Dominican Republic,República Dominicana,DO,males,Hombres,20-24,24822
2010,Dominican Republic,República Dominicana,DO,males,Hombres,20-24,40010
2015,Dominican Republic,República Dominicana,DO,males,Hombres,20-24,67368
2020,Dominican Republic,República Dominicana,DO,males,Hombres,20-24,39787
1990,Costa Rica,Costa Rica,CR,males,Hombres,20-24,27682
1995,Costa Rica,Costa Rica,CR,males,Hombres,20-24,24422
2000,Costa Rica,Costa Rica,CR,males,Hombres,20-24,21134
2005,Costa Rica,Costa Rica,CR,males,Hombres,20-24,20952
2010,Costa Rica,Costa Rica,CR,males,Hombres,20-24,20866
2015,Costa Rica,Costa Rica,CR,males,Hombres,20-24,20232
2020,Costa Rica,Costa Rica,CR,males,Hombres,20-24,19566
1990,El Salvador,El Salvador,SV,males,Hombres,20-24,1462
1995,El Salvador,El Salvador,SV,males,Hombres,20-24,1895
2000,El Salvador,El Salvador,SV,males,Hombres,20-24,1871
2005,El Salvador,El Salvador,SV,males,Hombres,20-24,2172
2010,El Salvador,El Salvador,SV,males,Hombres,20-24,2461
2015,El Salvador,El Salvador,SV,males,Hombres,20-24,2501
2020,El Salvador,El Salvador,SV,males,Hombres,20-24,1847
1990,Honduras,Honduras,HN,males,Hombres,20-24,15922
1995,Honduras,Honduras,HN,males,Hombres,20-24,8621
2000,Honduras,Honduras,HN,males,Hombres,20-24,1205
2005,Honduras,Honduras,HN,males,Hombres,20-24,1249
2010,Honduras,Honduras,HN,males,Hombres,20-24,773
2015,Honduras,Honduras,HN,males,Hombres,20-24,1121
2020,Honduras,Honduras,HN,males,Hombres,20-24,1082
1990,Mexico,México,MX,males,Hombres,20-24,20157
1995,Mexico,México,MX,males,Hombres,20-24,19249
2000,Mexico,México,MX,males,Hombres,20-24,15521
2005,Mexico,México,MX,males,Hombres,20-24,28530
2010,Mexico,México,MX,males,Hombres,20-24,23349
2015,Mexico,México,MX,males,Hombres,20-24,31606
2020,Mexico,México,MX,males,Hombres,20-24,36955
1990,Argentina,Argentina,AR,males,Hombres,20-24,35059
1995,Argentina,Argentina,AR,males,Hombres,20-24,47042
2000,Argentina,Argentina,AR,males,Hombres,20-24,38583
2005,Argentina,Argentina,AR,males,Hombres,20-24,60576
2010,Argentina,Argentina,AR,males,Hombres,20-24,70148
2015,Argentina,Argentina,AR,males,Hombres,20-24,97682
2020,Argentina,Argentina,AR,males,Hombres,20-24,96794
1990,Brazil,Brasil,BR,males,Hombres,20-24,8646
1995,Brazil,Brasil,BR,males,Hombres,20-24,9090
2000,Brazil,Brasil,BR,males,Hombres,20-24,9570
2005,Brazil,Brasil,BR,males,Hombres,20-24,11279
2010,Brazil,Brasil,BR,males,Hombres,20-24,13054
2015,Brazil,Brasil,BR,males,Hombres,20-24,20427
2020,Brazil,Brasil,BR,males,Hombres,20-24,33596
1990,Chile,Chile,CL,males,Hombres,20-24,3153
1995,Chile,Chile,CL,males,Hombres,20-24,5810
2000,Chile,Chile,CL,males,Hombres,20-24,10027
2005,Chile,Chile,CL,males,Hombres,20-24,14374
2010,Chile,Chile,CL,males,Hombres,20-24,13403
2015,Chile,Chile,CL,males,Hombres,20-24,35229
2020,Chile,Chile,CL,males,Hombres,20-24,93710
1990,Colombia,Colombia,CO,males,Hombres,20-24,3110
1995,Colombia,Colombia,CO,males,Hombres,20-24,3647
2000,Colombia,Colombia,CO,males,Hombres,20-24,4185
2005,Colombia,Colombia,CO,males,Hombres,20-24,4971
2010,Colombia,Colombia,CO,males,Hombres,20-24,7238
2015,Colombia,Colombia,CO,males,Hombres,20-24,10360
2020,Colombia,Colombia,CO,males,Hombres,20-24,124845
1990,Ecuador,Ecuador (el),EC,males,Hombres,20-24,3001
1995,Ecuador,Ecuador (el),EC,males,Hombres,20-24,4953
2000,Ecuador,Ecuador (el),EC,males,Hombres,20-24,6633
2005,Ecuador,Ecuador (el),EC,males,Hombres,20-24,8697
2010,Ecuador,Ecuador (el),EC,males,Hombres,20-24,17143
2015,Ecuador,Ecuador (el),EC,males,Hombres,20-24,17880
2020,Ecuador,Ecuador (el),EC,males,Hombres,20-24,29982
1990,Guyana,Guyana,GY,males,Hombres,20-24,115
1995,Guyana,Guyana,GY,males,Hombres,20-24,336
2000,Guyana,Guyana,GY,males,Hombres,20-24,559
2005,Guyana,Guyana,GY,males,Hombres,20-24,751
2010,Guyana,Guyana,GY,males,Hombres,20-24,557
2015,Guyana,Guyana,GY,males,Hombres,20-24,528
2020,Guyana,Guyana,GY,males,Hombres,20-24,1448
1990,Paraguay,Paraguay,PY,males,Hombres,20-24,11407
1995,Paraguay,Paraguay,PY,males,Hombres,20-24,9973
2000,Paraguay,Paraguay,PY,males,Hombres,20-24,8528
2005,Paraguay,Paraguay,PY,males,Hombres,20-24,7469
2010,Paraguay,Paraguay,PY,males,Hombres,20-24,6529
2015,Paraguay,Paraguay,PY,males,Hombres,20-24,6102
2020,Paraguay,Paraguay,PY,males,Hombres,20-24,7060
1990,Peru,Perú,PE,males,Hombres,20-24,1891
1995,Peru,Perú,PE,males,Hombres,20-24,1753
2000,Peru,Perú,PE,males,Hombres,20-24,2084
2005,Peru,Perú,PE,males,Hombres,20-24,2223
2010,Peru,Perú,PE,males,Hombres,20-24,3486
2015,Peru,Perú,PE,males,Hombres,20-24,7687
2020,Peru,Perú,PE,males,Hombres,20-24,48053
1990,Uruguay,Uruguay,UY,males,Hombres,20-24,1463
1995,Uruguay,Uruguay,UY,males,Hombres,20-24,1496
2000,Uruguay,Uruguay,UY,males,Hombres,20-24,1931
2005,Uruguay,Uruguay,UY,males,Hombres,20-24,2147
2010,Uruguay,Uruguay,UY,males,Hombres,20-24,1571
2015,Uruguay,Uruguay,UY,males,Hombres,20-24,2387
2020,Uruguay,Uruguay,UY,males,Hombres,20-24,3351
1990,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,20-24,651
1995,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,20-24,818
2000,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,20-24,1133
2005,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,20-24,1287
2010,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,20-24,1223
2015,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,20-24,1348
2020,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,20-24,1253
1990,Cuba,Cuba,CU,females,Mujeres,20-24,460
1995,Cuba,Cuba,CU,females,Mujeres,20-24,423
2000,Cuba,Cuba,CU,females,Mujeres,20-24,411
2005,Cuba,Cuba,CU,females,Mujeres,20-24,418
2010,Cuba,Cuba,CU,females,Mujeres,20-24,136
2015,Cuba,Cuba,CU,females,Mujeres,20-24,122
2020,Cuba,Cuba,CU,females,Mujeres,20-24,95
1990,Dominican Republic,República Dominicana,DO,females,Mujeres,20-24,10129
1995,Dominican Republic,República Dominicana,DO,females,Mujeres,20-24,14182
2000,Dominican Republic,República Dominicana,DO,females,Mujeres,20-24,16809
2005,Dominican Republic,República Dominicana,DO,females,Mujeres,20-24,16435
2010,Dominican Republic,República Dominicana,DO,females,Mujeres,20-24,26783
2015,Dominican Republic,República Dominicana,DO,females,Mujeres,20-24,34678
2020,Dominican Republic,República Dominicana,DO,females,Mujeres,20-24,21708
1990,Costa Rica,Costa Rica,CR,females,Mujeres,20-24,27444
1995,Costa Rica,Costa Rica,CR,females,Mujeres,20-24,24359
2000,Costa Rica,Costa Rica,CR,females,Mujeres,20-24,20994
2005,Costa Rica,Costa Rica,CR,females,Mujeres,20-24,21811
2010,Costa Rica,Costa Rica,CR,females,Mujeres,20-24,22513
2015,Costa Rica,Costa Rica,CR,females,Mujeres,20-24,22097
2020,Costa Rica,Costa Rica,CR,females,Mujeres,20-24,19986
1990,El Salvador,El Salvador,SV,females,Mujeres,20-24,1839
1995,El Salvador,El Salvador,SV,females,Mujeres,20-24,2290
2000,El Salvador,El Salvador,SV,females,Mujeres,20-24,2206
2005,El Salvador,El Salvador,SV,females,Mujeres,20-24,2537
2010,El Salvador,El Salvador,SV,females,Mujeres,20-24,2791
2015,El Salvador,El Salvador,SV,females,Mujeres,20-24,2809
2020,El Salvador,El Salvador,SV,females,Mujeres,20-24,2084
1990,Honduras,Honduras,HN,females,Mujeres,20-24,20993
1995,Honduras,Honduras,HN,females,Mujeres,20-24,11398
2000,Honduras,Honduras,HN,females,Mujeres,20-24,1704
2005,Honduras,Honduras,HN,females,Mujeres,20-24,1640
2010,Honduras,Honduras,HN,females,Mujeres,20-24,910
2015,Honduras,Honduras,HN,females,Mujeres,20-24,1310
2020,Honduras,Honduras,HN,females,Mujeres,20-24,1273
1990,Mexico,México,MX,females,Mujeres,20-24,20449
1995,Mexico,México,MX,females,Mujeres,20-24,19491
2000,Mexico,México,MX,females,Mujeres,20-24,17376
2005,Mexico,México,MX,females,Mujeres,20-24,31683
2010,Mexico,México,MX,females,Mujeres,20-24,25995
2015,Mexico,México,MX,females,Mujeres,20-24,35814
2020,Mexico,México,MX,females,Mujeres,20-24,41661
1990,Argentina,Argentina,AR,females,Mujeres,20-24,40312
1995,Argentina,Argentina,AR,females,Mujeres,20-24,55322
2000,Argentina,Argentina,AR,females,Mujeres,20-24,47326
2005,Argentina,Argentina,AR,females,Mujeres,20-24,75563
2010,Argentina,Argentina,AR,females,Mujeres,20-24,75387
